0.566037736,0.006289308,0.352201258,0.075471698
0.102661597,0.338403042,0.212927757,0.346007605
0.243445693,0.146067416,0.322097378,0.288389513
0.338235294,0.253676471,0.161764706,0.246323529
0.362637363,0.10989011,0.26007326,0.267399267
0.149425287,0.229885057,0.137931034,0.482758621
0.09202454,0.343558282,0.392638037,0.171779141
0.108280255,0.305732484,0.044585987,0.541401274
0.245847176,0.189368771,0.23255814,0.332225914
0.215859031,0.370044053,0.378854626,0.035242291
0.052023121,0.38150289,0.445086705,0.121387283
0.255639098,0.248120301,0.473684211,0.022556391
0.09223301,0.145631068,0.383495146,0.378640777
0.416666667,0.151041667,0.130208333,0.302083333
0.135514019,0.401869159,0.397196262,0.065420561
0.223880597,0.253731343,0.082089552,0.440298507
0.231316726,0.34519573,0.1886121,0.234875445
0.694117647,0.164705882,0.047058824,0.094117647
0.394230769,0.115384615,0.024038462,0.466346154
0.054545455,0.081818182,0.422727273,0.440909091
0.186666667,0.173333333,0.626666667,0.013333333
0.376884422,0.266331658,0.24120603,0.115577889
0.071428571,0.005952381,0.529761905,0.392857143
0.420765027,0.158469945,0.371584699,0.049180328
0.217391304,0.268774704,0.320158103,0.193675889
0.369747899,0.289915966,0.336134454,0.004201681
0.567251462,0.157894737,0.222222222,0.052631579
0.24822695,0.170212766,0.09929078,0.482269504
0.309090909,0.277272727,0.140909091,0.272727273
0.301724138,0.267241379,0.219827586,0.211206897
0.346534653,0.153465347,0.153465347,0.346534653
0.031007752,0.333333333,0.240310078,0.395348837
0.31598513,0.260223048,0.078066914,0.345724907
0.354037267,0.447204969,0.043478261,0.155279503
0.266871166,0.27607362,0.196319018,0.260736196
0.239520958,0.119760479,0.299401198,0.341317365
0.083003953,0.367588933,0.233201581,0.316205534
0.303370787,0.337078652,0.112359551,0.247191011
0.306451613,0.048387097,0.596774194,0.048387097
0.425837321,0.38277512,0.129186603,0.062200957
0.175895765,0.293159609,0.237785016,0.293159609
0.421052632,0.37593985,0.187969925,0.015037594
0.022222222,0.433333333,0.355555556,0.188888889
0.293172691,0.064257028,0.313253012,0.329317269
0.331460674,0.213483146,0.061797753,0.393258427
0.227138643,0.280235988,0.283185841,0.209439528
0.067669173,0.372180451,0.368421053,0.191729323
0.170212766,0.323404255,0.170212766,0.336170213
0.271698113,0.075471698,0.343396226,0.309433962
0.47133758,0.324840764,0.140127389,0.063694268
0.023474178,0.464788732,0.375586854,0.136150235
0.274509804,0.289215686,0.254901961,0.181372549
0.113636364,0.613636364,0.106060606,0.166666667
0.090909091,0.118181818,0.672727273,0.118181818
0.04,0.353333333,0.58,0.026666667
0.106463878,0.239543726,0.376425856,0.27756654
0.04368932,0.223300971,0.281553398,0.451456311
0.11971831,0.669014085,0.133802817,0.077464789
0.186528497,0.492227979,0.248704663,0.07253886
0.477272727,0.022727273,0.136363636,0.363636364
0.316602317,0.312741313,0.084942085,0.285714286
0.052287582,0.294117647,0.490196078,0.163398693
0.446078431,0.004901961,0.269607843,0.279411765
0.098159509,0.417177914,0.079754601,0.404907975
0.12605042,0.058823529,0.168067227,0.647058824
0.077981651,0.376146789,0.096330275,0.449541284
0.405172414,0.228448276,0.038793103,0.327586207
0.175438596,0.021929825,0.385964912,0.416666667
0.188172043,0.365591398,0.037634409,0.408602151
0.192567568,0.327702703,0.226351351,0.253378378
0.242424242,0.171717172,0.247474747,0.338383838
0.108597285,0.43438914,0.452488688,0.004524887
0.114503817,0.526717557,0.236641221,0.122137405
0.022727273,0.290909091,0.313636364,0.372727273
0.294117647,0.281045752,0.405228758,0.019607843
0.028301887,0.301886792,0.405660377,0.264150943
0.472868217,0.131782946,0.325581395,0.069767442
0.237864078,0.160194175,0.291262136,0.310679612
0.223048327,0.282527881,0.211895911,0.282527881
0.332116788,0.156934307,0.284671533,0.226277372
0.363636364,0.073863636,0.244318182,0.318181818
